Title,Genres,Release Date,Release Year,Release Month,Release Country,Movie Rating,Review Rating,Movie Run Time,Language
Sorority Slaughterhouse (2016), Horror,31-Oct-16,2016,Oct,USA,NOT RATED,3.3,85 min,English
Crying Wolf 3D (2015), Comedy| Horror,12-Dec-15,2015,Dec,USA,,2.4,91 min,English
On the Brain (2016), Crime| Horror| Thriller,12-Jul-16,2016,Jul,USA,,2.6,86 min,English
Greystone Park (2012), Horror| Thriller,2012,2012,Jan,USA,R,3.3,83 min,English
Night of a 1000 Hours (2016), Horror,18-Nov-16,2016,Nov,Austria,,6.4,92 min,German
Demon Hole (2017), Comedy| Horror,3-Oct-17,2017,Oct,USA,,,81 min,English
The Theta Girl (2017), Action| Horror| Sci-Fi,13-Oct-17,2017,Oct,USA,,9.6,98 min,English
Stitch (2014), Horror,14-Feb-14,2014,Feb,USA,,3.3,94 min,English
Zombieworld (2015), Comedy| Horror,24-Feb-15,2015,Feb,USA,UNRATED,3.5,100 min,English
Barricade (2012), Horror| Mystery| Thriller,25-Sep-12,2012,Sep,USA,PG-13,4.5,82 min,English
The Cannibal in the Jungle (2015), Crime| Horror| Sci-Fi,27-Apr-15,2015,Apr,USA,,6.0,84 min,English
The Alchemist Cookbook (2016), Drama| Horror,7-Oct-16,2016,Oct,USA,,4.8,82 min,English
Shadows of the Dead (2016), Horror,22-Oct-16,2016,Oct,USA,NOT RATED,4.4,87 min,English
Siccin 4 (2017), Horror,1-Sep-17,2017,Sep,Turkey,,7.4,93 min,Turkish
The Coven (2015), Fantasy| Horror,16-Feb-15,2015,Feb,UK,NOT RATED,2.1,90 min,English
Alyce Kills (2011), Horror| Thriller,24-May-13,2013,May,USA,NOT RATED,5.5,90 min,English
Kantemir (2015), Horror| Thriller,18-Aug-15,2015,Aug,USA,NOT RATED,3.5,84 min,English
America's Most Haunted (2013), Comedy| Horror,29-Jan-14,2014,Jan,Philippines,NOT RATED,4.3,85 min,English
Night of the Living Dead (2014), Horror,24-Oct-14,2014,Oct,USA,,5.8,79 min,English
Red Eye (2017), Horror,2017,2017,Jan,USA,,7.0,,English
The Lost Episode (2012), Horror,16-Sep-14,2014,Sep,USA,NOT RATED,2.5,77 min,English
Raaz Reboot (2016), Horror| Mystery| Romance| Thriller,16-Sep-16,2016,Sep,India,,4.5,128 min,Hindi
Killjoy's Psycho Circus (2016), Horror,30-Oct-16,2016,Oct,USA,NOT RATED,5.9,86 min,English
Unaware (2010), Horror| Sci-Fi| Thriller,12-Mar-13,2013,Mar,USA,NOT RATED,4.5,81 min,English
Fun Size Horror: Volume One (2015), Horror,1-May-15,2015,May,USA,NOT RATED,4.6,86 min,English
Flesh of the Void (2017), Horror,21-Oct-17,2017,Oct,USA,,9.5,77 min,English
Francesca (2015), Crime| Horror| Thriller,9-Oct-15,2015,Oct,Spain,,5.2,80 min,Italian
The Suffering (2016), Horror| Mystery| Thriller,29-Jul-16,2016,Jul,USA,,4.4,105 min,English
Scary or Die (2012), Horror,11-Sep-12,2012,Sep,USA,R,4.0,94 min,English
Haunted (2017), Horror| Thriller,2017,2017,Jan,USA,,5.8,86 min,English
Horror Hotel the Movie (2016), Comedy| Horror| Sci-Fi,5-Jul-16,2016,Jul,USA,,5.0,103 min,English
I Stay with You (2014), Comedy| Drama| Horror,30-Oct-14,2014,Oct,Ukraine,,4.2,99 min,Spanish
Ninja Apocalypse (2014), Action| Fantasy| Horror| Sci-Fi,5-Aug-14,2014,Aug,USA,NOT RATED,3.1,84 min,English
Needlestick (2017), Horror| Thriller,21-Feb-17,2017,Feb,USA,,3.6,85 min,English
Darkness Reigns (2017), Horror,15-Oct-17,2017,Oct,USA,,,,English
I Shall Never Return (2017), Adventure| Comedy| Horror| Mystery,10-Mar-17,2017,Mar,USA,,4.6,92 min,English
Feed the Devil (2015), Adventure| Horror| Thriller,6-Nov-15,2015,Nov,Finland,,3.6,95 min,English
Found Footage (2012), Horror| Mystery,7-Dec-12,2012,Dec,Canada,,5.7,,English
I Lived (2015), Horror| Mystery| Thriller,3-Jul-15,2015,Jul,USA,NOT RATED,4.5,97 min,English
My Little Sister (2016), Horror,30-Apr-16,2016,Apr,USA,,4.7,,English
Night of the Living 3D Dead (2013), Horror,7-Oct-13,2013,Oct,UK,,7.6,96 min,English
Bite School (2015), Horror,15-Sep-15,2015,Sep,USA,,6.1,90 min,English
Red Billabong (2016), Action| Comedy| Horror| Thriller,25-Aug-16,2016,Aug,Australia,,4.0,113 min,Aboriginal|English
Infected (2013), Action| Horror| Sci-Fi,3-Oct-14,2014,Oct,Canada,R,2.8,95 min,
Forsaken (2016), Horror,2-Feb-16,2016,Feb,USA,,2.1,89 min,English
Scream: A New Beginning - Fan Film (2017), Horror,1-Aug-17,2017,Aug,USA,,,,
Compound Fracture (2014), Horror| Thriller,4-Feb-15,2015,Feb,Philippines,TV-MA,4.4,90 min,English
Night of the Living Dead: Resurrection (2012), Horror,30-Nov-12,2012,Nov,UK,R,2.7,86 min,English
Theta States (2017), Horror,13-Jan-17,2017,Jan,USA,,8.2,,English
Detention of the Dead (2012), Comedy| Horror,27-Apr-12,2012,Apr,USA,NOT RATED,4.6,87 min,English
Some Guy Who Kills People (2011), Comedy| Crime| Drama| Horror| Mystery| Thriller,5-Oct-12,2012,Oct,UK,R,6.4,97 min,English
Aaron's Blood (2016), Drama| Horror| Mystery| Thriller,2-Jun-17,2017,Jun,USA,,4.8,80 min,English
Plague (2015), Drama| Horror,12-May-15,2015,May,USA,,5.9,84 min,English
Capps Crossing (2017), Horror| Thriller,9-Jun-17,2017,Jun,USA,,4.8,85 min,English
Dollface (2014), Horror,2-Aug-14,2014,Aug,USA,NOT RATED,3.4,94 min,English
Wind Walkers (2015), Action| Horror| Thriller,16-Oct-15,2015,Oct,USA,R,3.7,93 min,English
A God Without a Universe (2015), Drama| Horror| Thriller,28-May-15,2015,May,Denmark,,6.3,94 min,Danish
Shadows on the Wall (2015), Horror| Sci-Fi| Thriller,17-Jul-15,2015,Jul,USA,NOT RATED,5.2,90 min,English
Puppet Master X: Axis Rising (2012), Action| Fantasy| Horror| Sci-Fi| War,15-Sep-12,2012,Sep,USA,NOT RATED,4.3,86 min,English
Scareycrows (2017), Comedy| Horror,22-Sep-17,2017,Sep,USA,,7.0,73 min,English
Antisocial 2 (2015), Horror,30-Jul-15,2015,Jul,Canada,NOT RATED,4.9,90 min,English
Dead South (2016), Action| Drama| Horror| Thriller,2016,2016,Jan,USA,NOT RATED,3.5,108 min,English
Unhallowed Ground (2015), Horror| Thriller,25-Apr-15,2015,Apr,UK,,3.5,97 min,English
F (2010), Horror| Thriller,9-Jul-13,2013,Jul,USA,R,4.7,79 min,English
The Precipice Game (2016), Horror,1-Jul-16,2016,Jul,China,,4.6,90 min,Chinese
Mara (2017), Crime| Horror| Thriller,2017,2017,Jan,USA,,,,
Pro Wrestlers vs Zombies (2014), Action| Comedy| Horror| Thriller,28-Mar-14,2014,Mar,USA,NOT RATED,3.6,88 min,English
Trip to Bhangarh: Asia's Most Haunted Place (2014), Horror| Thriller,28-Aug-14,2014,Aug,India,UNRATED,2.7,113 min,Hindi
The Amityville Playhouse (2015), Horror,15-Apr-16,2016,Apr,Germany,NOT RATED,1.9,99 min,English
Bloodwork (2012), Horror| Thriller,10-May-12,2012,May,Netherlands,R,5.2,96 min,English
The Girl with No Name (2017), Horror,3-Mar-17,2017,Mar,USA,R,5.6,80 min,English
Dwelling (2016), Horror| Thriller,9-Oct-16,2016,Oct,USA,NOT RATED,4.9,88 min,English
Save Yourself (2015), Horror| Thriller,28-Nov-15,2015,Nov,Canada,,5.6,91 min,English
North Woods (2016), Comedy| Horror,2016,2016,Jan,USA,NOT RATED,6.1,75 min,English
Dead of Night (2015), Horror| Thriller,16-Dec-15,2015,Dec,USA,R,4.5,87 min,English
Don't Speak (2015), Horror| Mystery| Thriller,10-Oct-15,2015,Oct,Spain,,2.7,82 min,English
Abhinetri (2016), Comedy| Horror,7-Oct-16,2016,Oct,India,,6.5,127 min,Telugu
The Invoking (2013), Horror| Thriller,27-Nov-14,2014,Nov,Peru,UNRATED,2.9,82 min,English
Fallen Soldiers (2015), Horror| Mystery,1-Aug-15,2015,Aug,UK,,4.4,85 min,English
Mereka Yang Tak Terlihat (2017), Horror,11-Oct-17,2017,Oct,Indonesia,,6.7,,Indonesian
"Run, Hide, Die (2012)", Horror| Thriller,1-Sep-15,2015,Sep,USA,,3.5,104 min,English
388 Arletta Avenue (2011), Horror| Thriller,10-Nov-12,2012,Nov,Japan,TV-MA,4.9,87 min,English
Charlie Charlie (2017), Horror,2017,2017,Jan,USA,,,,English
Area 407 (2012), Horror| Sci-Fi| Thriller,21-May-12,2012,May,UK,NOT RATED,3.6,,English
City of Dead Men (2014), Horror| Thriller,15-Nov-14,2014,Nov,USA,NOT RATED,3.8,87 min,English
Cannibal Diner (2012), Horror| Mystery| Thriller,18-Oct-12,2012,Oct,Germany,NOT RATED,2.2,75 min,German
Kissing Darkness (2014), Comedy| Horror| Thriller,6-Apr-14,2014,Apr,Belgium,,3.6,87 min,English
Killer Waves (2016), Horror,16-Jul-16,2016,Jul,USA,,4.1,,English
The Last Will and Testament of Rosalind Leigh (2012), Horror| Mystery| Thriller,13-Jun-13,2013,Jun,Russia,NOT RATED,5.3,82 min,English
Gnaw (2017), Horror,16-Sep-17,2017,Sep,USA,,8.6,97 min,English
Axe Giant: The Wrath of Paul Bunyan (2013), Fantasy| Horror,18-Jun-13,2013,Jun,USA,R,3.6,90 min,English
Tsunambee (2015), Drama| Horror,2015,2015,Jan,USA,,4.3,82 min,English
The Lake on Clinton Road (2015), Horror,17-Jul-15,2015,Jul,USA,TV-MA,2.4,,English
Holy Terror (2017), Horror,1-Apr-17,2017,Apr,USA,,5.2,77 min,English
Resident Evil: Red Falls (2013), Action| Horror| Sci-Fi| Thriller,7-Nov-13,2013,Nov,USA,,5.6,53 min,English
House Guest Massacre (2013), Horror| Thriller,15-Jul-13,2013,Jul,USA,NOT RATED,6.1,71 min,English
Streets of Vengeance (2016), Action| Horror| Thriller,13-Oct-16,2016,Oct,USA,,7.2,73 min,English
Sadako 3D (2012), Horror,12-May-12,2012,May,Japan,NOT RATED,3.9,96 min,Japanese
Among Us (2017), Drama| Horror| Thriller,8-Aug-17,2017,Aug,USA,TV-MA,4.4,91 min,English
Party Crasher (2017), Horror,2017,2017,Jan,USA,,,,English
The End? (2017), Horror| Thriller,27-Aug-17,2017,Aug,UK,,5.7,100 min,Italian|Italian
Rape Zombie: Lust of the Dead 5 (2014), Horror,23-Jun-15,2015,Jun,USA,,5.2,,Japanese
Observance (2015), Horror| Mystery| Thriller,7-Apr-16,2016,Apr,Kuwait,,4.7,90 min,English
Karate Kill (2016), Action| Horror,18-Jul-17,2017,Jul,USA,,5.3,89 min,Japanese|English
Lanet: Ervah Cinleri (2017), Horror,28-Apr-17,2017,Apr,Turkey,,4.2,,Turkish
Trip House (2017), Drama| Fantasy| Horror| Sci-Fi| Thriller,1-Aug-17,2017,Aug,USA,R,5.8,90 min,English
Meatball Machine Kodoku (2017), Action| Comedy| Horror| Sci-Fi| Thriller,19-Aug-17,2017,Aug,Japan,TV-MA,5.8,108 min,Japanese
A Dragon Arrives! (2016), Adventure| Horror| Mystery,2016,2016,Jan,Iran,,6.7,,Persian|German
An American Ghost Story (2012), Horror,1-Oct-12,2012,Oct,USA,NOT RATED,4.3,95 min,English
Sequence Break (2017), Horror| Romance| Sci-Fi,18-Jul-17,2017,Jul,Canada,,5.7,80 min,English
The Appearing (2014), Horror| Mystery| Thriller,25-Mar-14,2014,Mar,USA,R,3.0,92 min,English
The Piper (2015), Horror| Mystery| Thriller,9-Jul-15,2015,Jul,South Korea,,6.3,119 min,Korean
An American Terror (2014), Drama| Horror,3-Feb-15,2015,Feb,USA,,4.2,85 min,English
Fortune Cookie (2016), Horror,28-Mar-16,2016,Mar,USA,UNRATED,5.1,89 min,English|Mandarin
Camp Dread (2014), Horror| Mystery| Thriller,19-May-14,2014,May,UK,NOT RATED,3.9,94 min,English
Clawed (2017), Horror,19-Sep-17,2017,Sep,USA,,5.9,95 min,English
Charlotte's Song (2015), Drama| Fantasy| Horror,2015,2015,Jan,USA,,6.9,88 min,English
Beware the Lake (2017), Horror| Thriller,22-Aug-17,2017,Aug,USA,,,90 min,English
The Book of Nightmares (2017), Horror,2017,2017,Jan,Canada,,,,English
Magi (2016), Horror,29-Apr-16,2016,Apr,Turkey,,6.1,132 min,English
Blood Lust (2016), Horror| Mystery,15-Jan-16,2016,Jan,USA,,2.7,74 min,
The Wake (2017), Horror,4-Jul-17,2017,Jul,USA,,2.6,86 min,English
Code Red (2013), Action| Horror| Sci-Fi,13-Feb-14,2014,Feb,Kuwait,NOT RATED,4.3,,English
Rape Zombie: Lust of the Dead 4 (2014), Horror,2014,2014,Jan,Japan,,5.7,87 min,Japanese
The Domicile (2017), Horror,8-Aug-17,2017,Aug,USA,,2.7,82 min,English
The Triangle (2016), Horror| Mystery,28-Jun-16,2016,Jun,USA,NOT RATED,4.9,94 min,English
Tom Holland's Twisted Tales (2014), Horror,18-Mar-14,2014,Mar,USA,NOT RATED,4.3,144 min,English
American Poltergeist (2016), Horror,22-Jul-16,2016,Jul,Philippines,,3.2,73 min,English
Pisasu (2014), Horror,18-Dec-14,2014,Dec,India,,7.7,114 min,Tamil
Cherry Tree (2015), Horror,2015,2015,Jan,Ireland,,4.3,85 min,English
Dabbe (Dab6e) (2015), Horror,11-Sep-15,2015,Sep,Turkey,,6.1,153 min,Turkish
Chrysalis (2014), Drama| Horror| Sci-Fi,24-Apr-14,2014,Apr,USA,R,4.6,100 min,English
Lake Fear (2014), Comedy| Horror,1-Dec-14,2014,Dec,USA,,4.8,,English
Hansel vs. Gretel (2015), Horror,31-Mar-16,2016,Mar,Germany,UNRATED,2.9,86 min,English
Delirium (2016), Horror| Thriller,30-Oct-16,2016,Oct,USA,,6.1,,English
Gnome Alone (2015), Horror,20-Jan-15,2015,Jan,USA,R,3.4,94 min,English
"Scaler, Dark Spirit (2016)", Horror| Thriller,18-Jun-16,2016,Jun,USA,TV-MA,5.5,80 min,English
Chilling Visions: 5 Senses of Fear (2013), Horror,24-Jan-15,2015,Jan,Japan,NOT RATED,5.0,88 min,English
Creeper (2012), Horror,16-Aug-12,2012,Aug,USA,NOT RATED,5.0,94 min,English
Zombie Hunter (2013), Action| Comedy| Horror,8-Oct-13,2013,Oct,USA,NOT RATED,3.5,93 min,English
Kingdom of Sin (2016), Horror,10-Jul-16,2016,Jul,USA,,,90 min,English
Sorority Party Massacre (2012), Comedy| Horror,1-Dec-12,2012,Dec,USA,R,3.4,103 min,English
The Corridor (2010), Drama| Horror| Sci-Fi| Thriller,30-Mar-12,2012,Mar,Canada,NOT RATED,4.8,98 min,English
Wolf Town (2011), Horror| Thriller,28-Feb-12,2012,Feb,USA,R,3.1,90 min,English
Sensoria (2015), Drama| Horror| Thriller,22-Jan-16,2016,Jan,USA,,4.3,81 min,Swedish
Cry of Fear (2015), Horror,3-Dec-15,2015,Dec,USA,,7.0,,Swedish|English
The Summoning (2015), Horror| Thriller,6-Jun-15,2015,Jun,USA,,6.1,,English
Dead Billy (2016), Drama| Horror| Mystery| Thriller,14-Oct-16,2016,Oct,USA,,5.3,127 min,English
Apocalypse Z (2013), Action| Horror| Sci-Fi,26-Oct-13,2013,Oct,Japan,NOT RATED,2.3,87 min,English
Cell 213 (2011), Horror,22-Jul-14,2014,Jul,USA,R,5.0,109 min,English
Bear Creek (2017), Horror,19-Feb-17,2017,Feb,USA,NOT RATED,5.0,90 min,English
Toad Road (2012), Horror,25-Oct-13,2013,Oct,USA,UNRATED,5.1,76 min,English
American Guinea Pig: Bouquet of Guts and Gore (2014), Horror,24-Oct-14,2014,Oct,USA,NOT RATED,4.4,,English
Lost Time (2014), Horror| Sci-Fi| Thriller,19-Sep-14,2014,Sep,USA,NOT RATED,2.9,93 min,English
The Midnight Man (2016), Horror,30-Sep-16,2016,Sep,Canada,,5.8,95 min,English
The Afflicted (2011), Horror| Thriller,1-Mar-12,2012,Mar,USA,NOT RATED,4.6,,English
Blood Trap (2015), Comedy| Crime| Horror| Thriller,20-Sep-16,2016,Sep,USA,NOT RATED,4.0,90 min,English
KL Zombi (2013), Comedy| Horror| Thriller,29-Aug-13,2013,Aug,Malaysia,,5.1,,Malay
Zombie Pizza (2017), Comedy| Horror,1-Apr-17,2017,Apr,USA,,5.1,94 min,English
The Haunting of Helena (2012), Horror| Thriller,18-Jun-13,2013,Jun,USA,NOT RATED,4.7,84 min,English
Cine Basura: La película (2016), Comedy| Horror| Sci-Fi,8-Oct-16,2016,Oct,Spain,,6.9,90 min,Spanish
The Sighting (2016), Horror| Sci-Fi| Thriller,10-May-16,2016,May,USA,,3.8,,English
Roseville (2013), Horror| Mystery| Thriller,20-Dec-13,2013,Dec,Bulgaria,,6.2,120 min,Bulgarian|English
616: Paranormal Incident (2013), Horror,12-Feb-13,2013,Feb,USA,NOT RATED,2.8,90 min,English|Bulgarian
"Sweet, Sweet Lonely Girl (2016)", Drama| Horror| Thriller,22-Sep-16,2016,Sep,USA,,5.4,76 min,English
Lion (2017), Horror,2017,2017,Jan,UK,,,12 min,English
HoneyBee (2016), Horror,18-Oct-16,2016,Oct,USA,,7.1,95 min,English
Asmodexia (2014), Horror,26-Sep-14,2014,Sep,USA,NOT RATED,4.7,81 min,Spanish
Flight from Hell (2014), Action| Horror| Thriller,21-Mar-14,2014,Mar,China,,3.9,86 min,Mandarin|English
Red Room (2017), Horror| Thriller,2017,2017,Jan,Ireland,,,96 min,English|Portuguese
Director's Cut (2016), Horror,22-Jan-16,2016,Jan,USA,,6.0,90 min,English
The Poltergeist of Borley Forest (2013), Horror| Mystery| Thriller,31-Aug-13,2013,Aug,USA,NOT RATED,2.5,102 min,English
Fractured (2015), Drama| Horror| Thriller,17-Apr-15,2015,Apr,USA,TV-14,2.4,89 min,English
Sharkenstein (2016), Action| Horror| Sci-Fi,16-Aug-16,2016,Aug,USA,,2.4,85 min,English
Devi(L) (2016), Comedy| Horror,7-Oct-16,2016,Oct,USA,,6.3,126 min,Tamil
Dark Circles (2013), Horror,21-May-13,2013,May,USA,R,5.1,87 min,English
Insectula! (2015), Comedy| Horror| Sci-Fi,13-Mar-15,2015,Mar,USA,NOT RATED,5.7,101 min,English
Hide and Never Seek (2016), Horror,26-Oct-16,2016,Oct,South Korea,,3.9,88 min,Korean
The Mine (2012), Adventure| Horror| Mystery| Thriller,13-Sep-12,2012,Sep,USA,PG-13,3.8,95 min,English
Adam K (2017), Horror,12-Aug-17,2017,Aug,USA,,5.2,93 min,English
Shivalinga (2016), Drama| Horror| Thriller,5-Mar-16,2016,Mar,USA,NOT RATED,7.4,155 min,Kannada
Comedown (2012), Horror,25-Apr-13,2013,Apr,Bahrain,NOT RATED,4.7,,English
13/13/13 (2013), Horror,1-Oct-13,2013,Oct,USA,NOT RATED,4.4,86 min,English
Cord (2015), Fantasy| Horror| Romance| Sci-Fi,28-Mar-15,2015,Mar,Colombia,,5.0,65 min,English
Rogue River (2012), Horror| Thriller,16-Jan-12,2012,Jan,UK,R,4.3,81 min,English
All Hallows Eve: October 30th (2015), Horror| Thriller,16-Jun-15,2015,Jun,USA,,4.2,105 min,English
Find Me (2014), Horror| Mystery| Thriller,1-Sep-14,2014,Sep,USA,NOT RATED,4.6,85 min,English
The Attic (2017), Horror,25-Jan-17,2017,Jan,Thailand,,3.2,72 min,English|Thai
The Amityville Asylum (2013), Horror,3-Jun-13,2013,Jun,UK,,2.9,88 min,English
The Coed and the Zombie Stoner (2014), Comedy| Horror,18-Apr-14,2014,Apr,USA,UNRATED,3.7,91 min,English
Impossible Horror (2017), Horror,16-Oct-17,2017,Oct,Canada,,5.9,76 min,English
Hellbenders (2012), Comedy| Horror| Thriller,23-May-13,2013,May,Russia,R,4.8,85 min,English
Sangili Bungili Kadhava Thorae (2017), Comedy| Horror,18-May-17,2017,May,Kuwait,,5.5,,Tamil
Slasher Night (2017), Horror| Mystery| Thriller,7-Sep-17,2017,Sep,USA,NOT RATED,,75 min,English
Airborne (2012), Comedy| Horror| Mystery| Thriller,6-Feb-13,2013,Feb,Sweden,TV-14,3.9,81 min,English
Playback (2012), Horror| Thriller,9-Mar-12,2012,Mar,USA,R,4.3,98 min,English
House on the Hill (2012), Crime| Horror,21-Jul-15,2015,Jul,USA,NOT RATED,2.9,85 min,English
Bachelor Games (2016), Action| Adventure| Comedy| Horror| Thriller,1-Jul-16,2016,Jul,USA,,4.4,86 min,English
All About Evil (2010), Comedy| Horror,25-Jun-14,2014,Jun,USA,,6.2,98 min,English
I Will Follow You Into the Dark (2012), Drama| Horror| Romance| Thriller,11-Oct-13,2013,Oct,USA,UNRATED,4.6,112 min,English
Prisoners of the Sun (2013), Action| Adventure| Horror| Mystery,8-Jul-14,2014,Jul,USA,TV-14,3.6,85 min,English
Ooga Booga (2013), Comedy| Fantasy| Horror,12-Mar-13,2013,Mar,USA,NOT RATED,3.6,87 min,English
Without Name (2016), Drama| Horror| Mystery| Thriller,1-Oct-16,2016,Oct,Spain,,5.6,93 min,English|English
The Penny Dreadful Picture Show (2013), Horror,8-Oct-13,2013,Oct,USA,,5.1,101 min,English
Throwback (2014), Action| Adventure| Horror| Mystery| Thriller,2014,2014,Jan,Australia,NOT RATED,3.9,,English
Late Night Double Feature (2016), Comedy| Horror| Thriller,6-Dec-16,2016,Dec,Canada,,4.0,89 min,English
13 Eerie (2013), Horror| Sci-Fi,2-Apr-13,2013,Apr,USA,NOT RATED,4.5,87 min,English
Gogol. Nachalo (2017), Adventure| Crime| Horror| Mystery| Thriller,31-Aug-17,2017,Aug,Russia,,5.6,107 min,Russian
A Resurrection (2013), Horror| Thriller,22-Mar-13,2013,Mar,USA,R,4.0,89 min,English|Spanish
"Bullets, Fangs and Dinner at 8 (2015)", Comedy| Crime| Horror| Thriller,12-Jun-15,2015,Jun,USA,NOT RATED,5.7,90 min,English
Massacre County (2015), Crime| Horror| Mystery| Thriller,12-Nov-15,2015,Nov,Brazil,,5.7,113 min,Portuguese
2 Bedroom 1 Bath (2014), Horror| Mystery| Thriller,5-Sep-14,2014,Sep,USA,R,4.1,91 min,English
The Mimic (2017), Drama| Fantasy| Horror| Mystery| Thriller,17-Aug-17,2017,Aug,South Korea,,6.0,100 min,Korean
Paranormal Movie (2013), Comedy| Horror,9-Apr-13,2013,Apr,USA,NOT RATED,2.2,88 min,English
Silent Retreat (2016), Horror| Mystery| Thriller,12-Jan-16,2016,Jan,USA,,4.1,92 min,English
Atrocious (2015), Horror,31-Oct-15,2015,Oct,Mexico,,5.9,79 min,Spanish
Joker's Wild (2016), Horror| Thriller,1-Jun-16,2016,Jun,USA,,1.9,71 min,English
Over Your Dead Body (2014), Horror,23-Aug-14,2014,Aug,Japan,NOT RATED,6.2,93 min,Japanese
Ghost of Goodnight Lane (2014), Comedy| Horror,10-Jun-14,2014,Jun,USA,NOT RATED,4.4,96 min,English
Evil Bong 666 (2017), Comedy| Horror,20-Apr-17,2017,Apr,USA,NOT RATED,5.5,65 min,English
Bornless Ones (2016), Horror,10-Feb-17,2017,Feb,USA,,4.7,81 min,English
Neverlake (2013), Drama| Horror| Mystery,25-Apr-14,2014,Apr,Germany,,5.4,86 min,English
Walking Dead in the West (2016), Horror,22-Aug-16,2016,Aug,USA,,2.9,88 min,English
Black Butler (2014), Action| Crime| Drama| Fantasy| Horror| Mystery| Thriller,18-Jan-14,2014,Jan,Japan,,6.3,119 min,Japanese
The Haunted House on Kirby Road (2016), Adventure| Comedy| Horror| Mystery| Thriller,14-Oct-16,2016,Oct,USA,,5.7,83 min,English
Der Bunker (2015), Comedy| Drama| Horror,21-Jan-16,2016,Jan,Germany,NOT RATED,6.2,85 min,German
Moth (2016), Drama| Horror| Mystery,21-Feb-17,2017,Feb,USA,,3.6,81 min,English
Grace: The Possession (2014), Horror| Thriller,21-Oct-14,2014,Oct,USA,R,4.8,87 min,English
Helter Skelter (2012), Drama| Horror,14-Jul-12,2012,Jul,Japan,,6.4,,Japanese
Krampus Unleashed (2016), Horror,1-Nov-16,2016,Nov,USA,,2.4,,English
I Am Alone (2015), Drama| Horror| Sci-Fi,12-Sep-15,2015,Sep,USA,NOT RATED,6.4,88 min,English
Diário de um Exorcista - Zero (2016), Horror| Thriller,25-May-16,2016,May,Brazil,TV-MA,4.5,98 min,Portuguese
Devil's Domain (2016), Horror,2016,2016,Jan,USA,NOT RATED,3.4,93 min,English
Dead Sea (2014), Action| Horror| Sci-Fi| Thriller,4-Nov-16,2016,Nov,USA,,4.0,90 min,English
Re-Kill (2015), Action| Horror,16-Oct-15,2015,Oct,USA,R,5.0,88 min,English
Interior (2014), Horror| Thriller,26-Oct-14,2014,Oct,USA,,6.7,82 min,English
The Bride (2014), Horror| Thriller,5-Aug-14,2014,Aug,Japan,NOT RATED,3.4,82 min,English
Dracula: The Impaler (2013), Action| Horror| Thriller,31-Oct-13,2013,Oct,USA,TV-MA,3.5,86 min,English
Halloween: The Night HE Came Back (2016), Horror,25-Oct-16,2016,Oct,Canada,,6.9,45 min,English
Die Präsenz (2014), Horror,31-Oct-14,2014,Oct,Germany,,4.1,83 min,German|English
Bubba the Redneck Werewolf (2014), Comedy| Horror,25-Oct-14,2014,Oct,USA,,6.7,80 min,English
Demon Hunter (2016), Action| Adventure| Fantasy| Horror| Thriller,2017,2017,Jan,USA,,3.9,85 min,English
Spiders 3D (2013), Horror| Sci-Fi| Thriller,21-Feb-13,2013,Feb,Malaysia,PG-13,3.4,89 min,English
The Fappening (2015), Horror,25-Aug-15,2015,Aug,USA,UNRATED,7.1,80 min,English
A Beginner's Guide to Snuff (2016), Comedy| Horror| Thriller,4-Mar-16,2016,Mar,USA,UNRATED,5.5,87 min,English
Inbred (2011), Comedy| Horror,21-Sep-12,2012,Sep,UK,R,5.2,98 min,English
Sanitarium (2013), Horror| Mystery| Thriller,1-Feb-14,2014,Feb,Netherlands,UNRATED,4.6,108 min,English
Found (2012), Drama| Horror| Thriller,10-Jan-17,2017,Jan,Japan,UNRATED,5.9,103 min,English
Soulmate (2013), Horror| Mystery,12-Jul-14,2014,Jul,USA,NOT RATED,5.1,104 min,English
The Butterfly Room (2012), Horror| Thriller,11-Apr-14,2014,Apr,USA,NOT RATED,5.6,87 min,English
